enrollment_id,student_id,course_id,enrollment_date,enrollment_status,semester,year,final_grade,grade_points,attendance_rate,assignment_avg,exam_score,project_score,participation_score,total_score,feedback,created_at
335,277,64,2025-10-19,registered,Fall,2025,,,91.75,75.88,80.71,83.97,99.35,82.96,N'Good work,showing consistent effort.',2025-12-05T23:12:45.4866667
336,79,3,2025-11-29,registered,Fall,2025,,,80.99,68.46,65.83,77.25,92.69,72.40,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.4933333
337,97,28,2025-11-07,registered,Fall,2025,,,91.02,71.99,85.93,94.65,82.77,83.95,N'Good work,showing consistent effort.',2025-12-05T23:12:45.4966667
338,300,86,2025-11-21,registered,Fall,2025,,,92.30,87.29,78.30,99.20,81.80,85.43,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5033333
339,91,15,2025-10-21,registered,Fall,2025,,,85.88,97.53,66.59,93.34,93.59,82.97,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5066667
340,221,76,2025-10-26,registered,Fall,2025,,,98.38,71.36,96.44,95.96,80.50,88.70,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5100000
341,214,70,2025-11-06,registered,Fall,2025,,,85.41,76.87,84.26,99.34,80.81,84.44,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5133333
342,21,15,2025-11-14,registered,Fall,2025,,,80.84,84.99,76.02,86.96,92.23,82.01,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5200000
343,242,75,2025-10-24,registered,Fall,2025,,,81.78,92.86,57.71,83.74,88.08,75.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5233333
344,58,10,2025-10-30,registered,Fall,2025,,,92.18,74.22,90.55,95.72,88.25,87.18,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5266667
345,235,63,2025-11-03,registered,Fall,2025,,,93.66,94.53,96.97,96.25,93.34,95.56,N'Excellent performance,keep it up!',2025-12-05T23:12:45.5300000
346,246,68,2025-12-01,registered,Fall,2025,,,93.64,70.01,74.62,72.11,97.14,77.25,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5366667
347,57,25,2025-10-14,registered,Fall,2025,,,78.92,79.41,59.37,93.59,90.59,74.59,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5400000
348,54,26,2025-10-09,registered,Fall,2025,,,95.14,85.41,87.21,73.16,88.87,85.61,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5433333
349,132,43,2025-10-08,registered,Fall,2025,,,94.96,93.93,91.51,82.58,95.39,91.51,N'Excellent performance,keep it up!',2025-12-05T23:12:45.5466667
350,236,69,2025-11-21,withdrawn,Fall,2025,,,86.16,78.52,99.10,99.84,94.68,92.33,N'Excellent performance,keep it up!',2025-12-05T23:12:45.5500000
351,140,42,2025-11-17,registered,Fall,2025,,,86.59,89.89,78.46,70.12,80.57,81.09,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5566667
352,216,86,2025-11-05,registered,Fall,2025,,,92.20,91.23,80.31,96.14,82.41,86.81,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5633333
353,14,5,2025-11-13,registered,Fall,2025,,,95.55,79.92,93.12,82.82,86.33,87.84,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5666667
354,243,82,2025-10-13,registered,Fall,2025,,,92.14,94.94,64.39,70.54,98.54,79.14,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5700000
355,35,4,2025-10-08,registered,Fall,2025,,,94.56,91.98,89.16,72.14,91.90,88.13,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5766667
356,19,21,2025-10-15,registered,Fall,2025,,,90.41,92.11,93.27,90.58,92.52,92.22,N'Excellent performance,keep it up!',2025-12-05T23:12:45.5800000
357,64,10,2025-10-14,registered,Fall,2025,,,83.05,86.63,61.45,73.31,92.94,74.83,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5833333
358,104,17,2025-11-14,registered,Fall,2025,,,78.27,90.03,96.25,97.43,84.45,91.89,N'Excellent performance,keep it up!',2025-12-05T23:12:45.5900000
359,285,82,2025-10-26,registered,Fall,2025,,,83.37,82.02,66.65,96.82,90.80,79.11,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.5900000
360,107,27,2025-10-21,withdrawn,Fall,2025,,,97.84,77.39,83.47,85.17,91.08,84.40,N'Good work,showing consistent effort.',2025-12-05T23:12:45.5966667
361,31,18,2025-10-27,registered,Fall,2025,,,76.60,81.61,63.82,73.14,89.91,73.55,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6000000
362,222,80,2025-11-16,registered,Fall,2025,,,89.60,77.85,92.48,99.77,99.17,90.30,N'Excellent performance,keep it up!',2025-12-05T23:12:45.6033333
363,115,8,2025-10-25,registered,Fall,2025,,,91.54,77.64,78.55,85.24,87.75,81.55,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6100000
364,218,62,2025-10-23,registered,Fall,2025,,,89.15,84.12,79.43,85.69,97.25,84.30,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6133333
365,48,15,2025-11-10,withdrawn,Fall,2025,,,84.40,70.71,66.86,91.41,82.15,74.79,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6166667
366,254,89,2025-10-11,registered,Fall,2025,,,88.37,66.90,57.31,96.17,85.27,71.44,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6200000
367,120,1,2025-11-13,registered,Fall,2025,,,80.30,80.70,59.05,83.92,96.46,74.06,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6233333
368,97,23,2025-10-09,registered,Fall,2025,,,85.85,93.38,84.48,72.41,90.71,85.65,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6300000
369,207,53,2025-11-27,registered,Fall,2025,,,83.73,72.00,83.89,75.20,93.86,80.60,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6333333
370,79,23,2025-10-22,dropped,Fall,2025,,,79.97,94.42,62.15,94.33,92.76,79.89,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6400000
371,264,84,2025-11-17,dropped,Fall,2025,,,99.12,77.78,84.50,79.09,90.48,84.07,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6433333
372,213,73,2025-11-06,registered,Fall,2025,,,87.02,87.03,81.91,83.15,98.08,85.50,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6466667
373,232,78,2025-10-26,registered,Fall,2025,,,95.76,77.80,90.39,84.08,92.77,87.07,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6500000
374,144,53,2025-12-01,registered,Fall,2025,,,90.24,68.55,92.34,75.80,99.64,84.43,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6566667
375,293,89,2025-10-22,registered,Fall,2025,,,83.63,66.08,95.81,75.41,88.45,83.36,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6600000
376,37,3,2025-11-21,registered,Fall,2025,,,80.84,90.03,82.83,73.56,90.40,83.80,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6633333
377,174,60,2025-10-25,registered,Fall,2025,,,88.38,72.47,62.51,76.32,84.98,71.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6700000
378,277,84,2025-11-30,registered,Fall,2025,,,81.34,95.77,71.97,95.10,87.73,83.90,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6733333
379,262,83,2025-11-03,registered,Fall,2025,,,75.95,69.46,91.31,70.60,92.50,81.32,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6766667
380,286,87,2025-12-05,registered,Fall,2025,,,98.77,98.08,65.55,93.32,99.99,84.61,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6800000
381,1,12,2025-11-12,registered,Fall,2025,,,95.80,77.32,62.60,81.83,93.73,75.60,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.6833333
382,176,37,2025-10-15,registered,Fall,2025,,,89.68,85.64,87.67,93.49,92.74,88.74,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6900000
383,103,16,2025-10-21,registered,Fall,2025,,,90.11,99.15,84.60,80.75,94.32,89.18,N'Good work,showing consistent effort.',2025-12-05T23:12:45.6933333
384,39,11,2025-11-19,registered,Fall,2025,,,84.25,65.38,84.02,80.58,82.42,78.71,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7000000
385,299,90,2025-10-18,registered,Fall,2025,,,98.18,69.43,84.38,79.80,86.11,81.51,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7033333
386,144,45,2025-10-27,registered,Fall,2025,,,89.32,79.86,68.98,72.41,85.56,75.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7066667
387,110,5,2025-11-15,registered,Fall,2025,,,75.98,90.43,81.05,70.05,89.67,82.10,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7100000
388,229,87,2025-11-30,registered,Fall,2025,,,90.54,71.47,87.64,72.14,96.73,82.47,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7133333
389,255,61,2025-10-21,registered,Fall,2025,,,85.10,76.51,93.81,92.26,94.55,88.46,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7200000
390,181,57,2025-11-24,registered,Fall,2025,,,93.48,67.44,90.76,70.76,88.34,81.96,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7233333
391,29,22,2025-10-08,registered,Fall,2025,,,77.57,83.99,55.85,72.91,83.67,70.40,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7300000
392,35,16,2025-11-04,registered,Fall,2025,,,96.98,97.67,96.22,85.73,88.26,94.29,N'Excellent performance,keep it up!',2025-12-05T23:12:45.7333333
393,132,60,2025-10-09,registered,Fall,2025,,,91.48,78.66,71.99,86.57,86.75,79.27,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7366667
394,48,6,2025-11-07,registered,Fall,2025,,,91.92,91.07,67.20,77.18,89.75,79.39,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7400000
395,194,40,2025-10-09,dropped,Fall,2025,,,85.82,71.96,99.41,83.76,83.84,87.28,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7466667
396,45,22,2025-10-08,registered,Fall,2025,,,86.27,86.93,64.55,81.48,94.46,77.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7500000
397,152,56,2025-11-03,registered,Fall,2025,,,87.58,86.18,99.04,87.06,93.40,92.32,N'Excellent performance,keep it up!',2025-12-05T23:12:45.7533333
398,75,5,2025-10-19,registered,Fall,2025,,,96.91,92.29,89.54,70.28,86.36,87.76,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7566667
399,230,75,2025-11-05,dropped,Fall,2025,,,88.87,67.63,79.12,78.01,97.92,78.94,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7633333
400,29,30,2025-10-10,registered,Fall,2025,,,90.10,66.00,62.81,85.17,81.12,71.52,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7666667
401,45,15,2025-11-15,registered,Fall,2025,,,80.61,97.26,58.69,98.78,80.94,78.76,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7700000
402,190,33,2025-10-10,registered,Fall,2025,,,96.46,69.89,56.72,79.24,87.41,70.43,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.7766667
403,106,21,2025-10-30,registered,Fall,2025,,,80.54,98.42,78.59,90.21,87.81,86.41,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7800000
404,154,39,2025-11-17,registered,Fall,2025,,,97.32,74.95,99.74,77.91,89.14,88.97,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7833333
405,105,8,2025-10-27,registered,Fall,2025,,,89.53,97.58,93.85,92.04,88.92,93.59,N'Excellent performance,keep it up!',2025-12-05T23:12:45.7900000
406,250,80,2025-10-21,registered,Fall,2025,,,83.13,95.67,96.66,74.17,85.14,90.53,N'Excellent performance,keep it up!',2025-12-05T23:12:45.7933333
407,137,60,2025-10-19,registered,Fall,2025,,,94.34,81.00,77.40,98.24,81.48,83.53,N'Good work,showing consistent effort.',2025-12-05T23:12:45.7966667
408,285,86,2025-11-25,registered,Fall,2025,,,92.00,77.91,84.57,70.13,98.39,82.86,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8000000
409,97,30,2025-11-19,withdrawn,Fall,2025,,,94.33,89.15,73.68,74.69,81.77,80.57,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8033333
410,200,32,2025-10-09,registered,Fall,2025,,,90.21,67.62,80.06,70.29,85.01,76.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8100000
411,100,18,2025-10-16,registered,Fall,2025,,,78.52,93.02,57.94,94.41,88.31,77.28,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8133333
412,105,30,2025-11-26,dropped,Fall,2025,,,87.24,71.08,69.85,94.13,96.65,78.22,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8200000
413,255,81,2025-10-09,dropped,Fall,2025,,,76.14,65.18,88.02,93.63,81.19,81.28,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8233333
414,127,60,2025-10-29,dropped,Fall,2025,,,76.11,90.04,73.85,81.70,86.14,80.53,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8300000
415,285,74,2025-11-24,registered,Fall,2025,,,91.49,97.28,62.24,88.69,89.63,80.63,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8333333
416,10,9,2025-10-11,registered,Fall,2025,,,95.64,78.47,96.53,94.73,98.75,91.88,N'Excellent performance,keep it up!',2025-12-05T23:12:45.8366667
417,45,23,2025-10-23,withdrawn,Fall,2025,,,84.51,85.52,99.49,96.26,93.41,93.41,N'Excellent performance,keep it up!',2025-12-05T23:12:45.8400000
418,98,2,2025-10-24,withdrawn,Fall,2025,,,79.23,99.36,72.25,73.16,87.18,81.36,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8466667
419,268,86,2025-11-22,registered,Fall,2025,,,88.45,74.97,79.30,90.50,93.37,82.22,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8500000
420,80,21,2025-12-04,registered,Fall,2025,,,93.92,78.66,69.63,74.87,98.33,77.97,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8533333
421,249,68,2025-10-08,registered,Fall,2025,,,94.39,89.97,95.37,81.29,86.48,90.92,N'Excellent performance,keep it up!',2025-12-05T23:12:45.8566667
422,195,41,2025-10-27,registered,Fall,2025,,,97.89,82.39,95.09,76.58,95.24,89.43,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8600000
423,44,13,2025-10-08,registered,Fall,2025,,,93.69,79.82,63.06,75.79,81.87,74.10,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8666667
424,160,42,2025-11-02,registered,Fall,2025,,,86.02,84.37,94.62,82.55,84.72,88.40,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8700000
425,67,27,2025-10-22,registered,Fall,2025,,,92.08,74.45,66.16,74.21,90.54,74.47,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8766667
426,10,27,2025-10-26,dropped,Fall,2025,,,79.90,96.91,74.11,72.79,86.74,81.45,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8800000
427,54,13,2025-10-11,registered,Fall,2025,,,85.09,92.21,62.43,83.82,90.61,78.17,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8866667
428,159,37,2025-11-21,registered,Fall,2025,,,76.08,65.65,77.11,97.10,94.71,78.90,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.8900000
429,79,6,2025-10-17,registered,Fall,2025,,,84.42,83.94,87.34,86.41,82.44,85.57,N'Good work,showing consistent effort.',2025-12-05T23:12:45.8966667
430,34,26,2025-10-08,dropped,Fall,2025,,,99.82,82.53,67.20,71.79,95.42,77.81,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9000000
431,184,57,2025-12-05,registered,Fall,2025,,,79.16,73.54,96.10,81.80,81.23,85.13,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9066667
432,97,15,2025-11-16,registered,Fall,2025,,,94.49,73.86,84.63,78.00,82.02,81.67,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9100000
433,104,19,2025-11-22,registered,Fall,2025,,,94.63,98.61,69.74,86.38,93.76,84.34,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9166667
434,5,21,2025-11-07,registered,Fall,2025,,,99.58,88.40,96.97,98.26,92.03,94.79,N'Excellent performance,keep it up!',2025-12-05T23:12:45.9200000
435,298,73,2025-10-21,registered,Fall,2025,,,91.51,80.10,57.85,83.23,82.15,73.02,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9266667
436,298,68,2025-10-22,registered,Fall,2025,,,90.87,76.90,66.86,89.76,94.73,77.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9300000
437,127,40,2025-10-20,registered,Fall,2025,,,99.22,95.61,97.12,82.03,91.17,94.09,N'Excellent performance,keep it up!',2025-12-05T23:12:45.9366667
438,243,62,2025-10-18,registered,Fall,2025,,,92.91,82.66,61.28,96.20,81.79,77.08,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9400000
439,126,48,2025-10-21,registered,Fall,2025,,,82.39,89.41,61.74,93.69,97.09,79.05,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9466667
440,74,11,2025-10-14,registered,Fall,2025,,,82.34,99.50,97.90,97.97,88.24,95.79,N'Excellent performance,keep it up!',2025-12-05T23:12:45.9500000
441,258,69,2025-10-31,registered,Fall,2025,,,78.93,98.17,95.67,80.45,96.86,92.46,N'Excellent performance,keep it up!',2025-12-05T23:12:45.9566667
442,170,59,2025-10-24,registered,Fall,2025,,,82.51,98.34,80.31,84.71,91.41,86.81,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9600000
443,95,23,2025-11-25,registered,Fall,2025,,,84.27,65.82,79.47,96.06,89.77,80.06,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9666667
444,193,39,2025-10-18,registered,Fall,2025,,,96.25,72.02,89.39,71.82,88.84,83.04,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9700000
445,173,45,2025-11-10,registered,Fall,2025,,,90.15,69.06,90.85,76.03,81.80,82.20,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9733333
446,58,14,2025-11-17,registered,Fall,2025,,,84.96,82.77,76.94,93.79,91.29,83.16,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9800000
447,16,1,2025-11-19,registered,Fall,2025,,,77.21,84.85,86.82,94.43,86.73,86.50,N'Good work,showing consistent effort.',2025-12-05T23:12:45.9833333
448,51,6,2025-11-01,registered,Fall,2025,,,80.19,78.53,67.74,99.80,84.65,78.18,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9900000
449,143,41,2025-11-22,registered,Fall,2025,,,86.64,72.68,66.04,75.02,90.04,73.51,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9933333
450,185,34,2025-10-09,registered,Fall,2025,,,88.27,80.00,70.56,79.68,83.27,77.33,N'Satisfactory,room for improvement.',2025-12-05T23:12:45.9966667
451,216,84,2025-10-17,registered,Fall,2025,,,81.87,84.42,90.68,77.72,83.17,85.54,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0033333
452,267,89,2025-11-21,registered,Fall,2025,,,95.85,97.94,69.93,77.02,94.71,83.07,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0066667
453,75,25,2025-12-05,registered,Fall,2025,,,75.45,84.63,78.26,91.52,95.12,83.25,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0100000
454,283,85,2025-11-11,registered,Fall,2025,,,90.42,75.60,96.66,94.60,83.26,89.12,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0166667
455,53,23,2025-12-01,registered,Fall,2025,,,90.29,92.64,73.08,70.45,86.48,80.64,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0200000
456,159,50,2025-11-09,registered,Fall,2025,,,84.40,96.39,82.52,84.71,95.96,87.85,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0266667
457,234,79,2025-11-24,registered,Fall,2025,,,97.62,75.97,98.35,78.43,94.65,89.32,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0300000
458,40,3,2025-11-25,registered,Fall,2025,,,89.84,82.19,84.11,88.38,82.08,84.64,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0366667
459,25,29,2025-11-15,registered,Fall,2025,,,84.85,78.74,62.20,78.31,88.76,73.67,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0400000
460,39,4,2025-12-03,registered,Fall,2025,,,79.71,70.10,84.30,96.08,97.64,83.39,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0466667
461,270,71,2025-10-18,registered,Fall,2025,,,76.82,80.23,59.53,91.19,85.97,73.83,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0500000
462,229,73,2025-11-17,registered,Fall,2025,,,81.53,99.08,67.66,81.92,86.71,80.95,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0533333
463,257,78,2025-10-16,registered,Fall,2025,,,79.76,76.50,69.80,86.59,93.55,77.36,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0600000
464,196,33,2025-10-15,registered,Fall,2025,,,81.83,90.49,72.16,80.36,97.00,81.42,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0633333
465,109,21,2025-11-01,registered,Fall,2025,,,91.67,95.30,61.53,75.84,98.68,78.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0700000
466,46,16,2025-10-31,withdrawn,Fall,2025,,,98.11,72.52,85.80,92.87,96.34,85.83,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0733333
467,199,46,2025-11-12,registered,Fall,2025,,,86.28,68.88,62.64,79.31,82.23,71.02,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0800000
468,179,36,2025-11-09,registered,Fall,2025,,,94.76,71.23,62.82,72.61,92.97,72.60,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0833333
469,292,62,2025-11-10,registered,Fall,2025,,,81.47,66.31,89.76,85.45,91.08,82.55,N'Good work,showing consistent effort.',2025-12-05T23:12:46.0900000
470,137,44,2025-11-20,registered,Fall,2025,,,83.28,78.55,73.76,90.27,84.14,79.42,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.0933333
471,280,68,2025-10-17,registered,Fall,2025,,,97.96,75.04,99.40,87.03,99.25,91.30,N'Excellent performance,keep it up!',2025-12-05T23:12:46.0966667
472,53,25,2025-10-19,registered,Fall,2025,,,91.80,90.16,98.57,97.01,84.41,94.14,N'Excellent performance,keep it up!',2025-12-05T23:12:46.1033333
473,254,73,2025-11-21,withdrawn,Fall,2025,,,80.99,73.85,93.09,82.34,91.61,85.31,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1066667
474,232,69,2025-10-17,registered,Fall,2025,,,76.38,69.05,58.91,88.67,90.68,70.83,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.1133333
475,221,74,2025-11-15,registered,Fall,2025,,,79.38,92.43,85.15,70.04,91.40,84.75,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1166667
476,130,59,2025-10-29,registered,Fall,2025,,,90.10,79.70,97.50,87.02,90.79,90.07,N'Excellent performance,keep it up!',2025-12-05T23:12:46.1233333
477,155,43,2025-11-16,registered,Fall,2025,,,94.15,93.17,86.46,94.09,90.43,90.45,N'Excellent performance,keep it up!',2025-12-05T23:12:46.1266667
478,258,76,2025-10-13,registered,Fall,2025,,,75.44,95.05,67.13,93.12,92.79,81.41,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1333333
479,191,56,2025-11-03,registered,Fall,2025,,,91.30,85.57,94.42,81.17,95.00,89.97,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1366667
480,159,60,2025-11-20,registered,Fall,2025,,,85.05,69.26,78.60,81.54,91.64,78.66,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.1433333
481,75,21,2025-10-14,registered,Fall,2025,,,79.61,84.91,71.05,96.39,84.08,80.48,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1466667
482,35,18,2025-11-18,registered,Fall,2025,,,93.12,67.57,72.51,96.83,87.38,78.47,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.1533333
483,75,1,2025-12-02,registered,Fall,2025,,,97.14,75.16,73.12,87.92,90.88,80.03,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1566667
484,57,14,2025-11-20,registered,Fall,2025,,,76.21,85.06,85.36,73.53,82.02,82.26,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1600000
485,37,10,2025-11-14,registered,Fall,2025,,,76.00,73.05,85.73,75.19,90.72,80.51,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1666667
486,65,26,2025-11-15,registered,Fall,2025,,,87.83,84.92,60.04,71.31,87.50,73.48,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.1733333
487,250,81,2025-10-20,registered,Fall,2025,,,85.69,68.32,82.15,99.06,80.07,81.38,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1766667
488,19,3,2025-10-26,dropped,Fall,2025,,,96.42,93.54,71.47,72.13,80.48,80.48,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1800000
489,204,45,2025-11-24,registered,Fall,2025,,,93.41,84.90,57.08,75.28,80.64,72.75,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.1866667
490,55,2,2025-10-31,registered,Fall,2025,,,88.38,66.99,59.21,75.13,85.68,69.11,Needs to put more effort into assignments.,2025-12-05T23:12:46.1933333
491,97,29,2025-11-11,registered,Fall,2025,,,75.88,66.06,88.74,91.67,98.08,83.16,N'Good work,showing consistent effort.',2025-12-05T23:12:46.1966667
492,291,81,2025-11-10,registered,Fall,2025,,,93.19,99.07,71.53,94.69,82.80,85.18,N'Good work,showing consistent effort.',2025-12-05T23:12:46.2033333
493,299,83,2025-11-23,registered,Fall,2025,,,83.43,81.48,85.04,78.83,88.57,83.41,N'Good work,showing consistent effort.',2025-12-05T23:12:46.2066667
494,140,60,2025-11-07,registered,Fall,2025,,,90.13,75.83,56.52,83.82,91.54,72.31,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2100000
495,281,73,2025-11-16,registered,Fall,2025,,,94.38,99.34,93.04,75.41,88.81,91.68,N'Excellent performance,keep it up!',2025-12-05T23:12:46.2133333
496,236,90,2025-11-04,registered,Fall,2025,,,85.18,86.04,97.29,79.30,86.91,89.53,N'Good work,showing consistent effort.',2025-12-05T23:12:46.2200000
497,36,25,2025-10-21,registered,Fall,2025,,,79.22,76.66,76.22,78.70,91.99,78.58,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2233333
498,141,41,2025-10-20,withdrawn,Fall,2025,,,80.29,72.15,58.49,79.00,86.44,69.96,Needs to put more effort into assignments.,2025-12-05T23:12:46.2300000
499,233,87,2025-11-27,registered,Fall,2025,,,85.24,75.18,84.01,77.72,85.74,81.16,N'Good work,showing consistent effort.',2025-12-05T23:12:46.2333333
500,8,23,2025-10-26,withdrawn,Fall,2025,,,99.30,85.18,65.31,75.09,94.78,78.09,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2400000
501,77,21,2025-11-09,registered,Fall,2025,,,93.25,85.44,82.86,81.00,95.78,85.56,N'Good work,showing consistent effort.',2025-12-05T23:12:46.2466667
502,18,7,2025-10-13,registered,Fall,2025,,,76.55,71.99,73.60,76.86,83.84,75.01,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2600000
503,190,42,2025-12-04,registered,Fall,2025,,,92.56,81.51,61.05,77.01,94.20,75.03,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2633333
504,8,27,2025-11-05,registered,Fall,2025,,,93.55,85.09,58.80,96.36,84.20,77.02,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.2633333
