record_id,student_id,course_id,semester,year,grade,grade_points,status,credits_earned,created_at
1289,222,67,Spring,2023,C+,2.70,completed,4,2025-10-28T23:12:39.3833333
1290,86,18,Spring,2022,A,4.00,completed,4,2025-04-14T23:12:39.3866667
1291,240,87,Fall,2024,C+,2.70,completed,5,2025-11-01T23:12:39.3866667
1292,227,89,Spring,2024,C,2.00,completed,3,2025-07-02T23:12:39.3866667
1293,11,30,Fall,2024,C+,2.70,completed,5,2025-03-30T23:12:39.3900000
1294,111,7,Fall,2024,B+,3.50,completed,4,2024-12-21T23:12:39.3900000
1295,65,11,Spring,2021,C+,2.70,completed,4,2025-05-23T23:12:39.3900000
1296,174,47,Fall,2021,A,4.00,completed,4,2025-08-29T23:12:39.3900000
1297,91,25,Spring,2023,B+,3.50,completed,5,2025-01-01T23:12:39.3900000
1298,242,74,Fall,2024,A,4.00,completed,4,2025-02-18T23:12:39.3933333
1299,279,63,Fall,2022,D,1.00,completed,0,2025-04-11T23:12:39.3933333
1300,76,25,Spring,2023,F,0.00,completed,0,2024-11-30T23:12:39.3933333
1301,98,27,Fall,2022,C+,2.70,completed,3,2024-11-19T23:12:39.3966667
1302,294,90,Spring,2021,D,1.00,completed,0,2024-09-03T23:12:39.3966667
1303,102,14,Fall,2023,C+,2.70,completed,3,2025-02-07T23:12:39.3966667
1304,236,61,Spring,2024,D,1.00,completed,0,2025-10-23T23:12:39.4000000
1305,154,50,Spring,2023,B+,3.50,completed,4,2024-09-16T23:12:39.4000000
1306,205,51,Spring,2021,C+,2.70,completed,5,2024-11-13T23:12:39.4000000
1307,201,42,Fall,2022,C+,2.70,completed,4,2025-11-01T23:12:39.4000000
1308,80,16,Fall,2022,C+,2.70,completed,4,2024-11-08T23:12:39.4000000
1309,239,84,Spring,2024,F,0.00,completed,0,2024-11-09T23:12:39.4033333
1310,16,11,Fall,2021,C+,2.70,completed,4,2025-07-13T23:12:39.4033333
1311,65,25,Spring,2024,C+,2.70,completed,5,2024-09-03T23:12:39.4033333
1312,276,85,Fall,2023,C,2.00,completed,3,2024-08-05T23:12:39.4066667
1313,193,50,Spring,2023,C,2.00,completed,4,2024-12-15T23:12:39.4066667
1314,3,16,Fall,2023,C+,2.70,completed,4,2025-09-21T23:12:39.4066667
1315,169,41,Spring,2023,A,4.00,completed,4,2024-12-17T23:12:39.4100000
1316,206,51,Fall,2024,B+,3.50,completed,5,2025-09-15T23:12:39.4100000
1317,110,28,Spring,2023,C+,2.70,completed,5,2025-07-06T23:12:39.4100000
1318,45,28,Spring,2023,C+,2.70,completed,5,2024-11-08T23:12:39.4100000
1319,252,75,Spring,2023,C+,2.70,completed,4,2024-10-22T23:12:39.4133333
1320,218,66,Fall,2022,A,4.00,completed,4,2025-03-26T23:12:39.4133333
1321,157,55,Spring,2022,B,3.00,completed,3,2025-04-09T23:12:39.4133333
1322,4,23,Fall,2022,A,4.00,completed,3,2024-08-11T23:12:39.4166667
1323,139,31,Spring,2023,D,1.00,completed,0,2025-10-19T23:12:39.4166667
1324,297,74,Fall,2024,C+,2.70,completed,4,2024-08-10T23:12:39.4166667
1325,174,41,Fall,2021,C,2.00,completed,4,2025-09-01T23:12:39.4200000
1326,266,85,Fall,2022,F,0.00,completed,0,2025-03-18T23:12:39.4200000
1327,137,40,Fall,2021,B,3.00,completed,4,2025-06-18T23:12:39.4200000
1328,191,60,Fall,2024,C,2.00,completed,5,2025-10-02T23:12:39.4200000
1329,170,44,Spring,2023,C,2.00,completed,3,2025-08-30T23:12:39.4233333
1330,279,77,Fall,2021,C+,2.70,completed,4,2025-11-16T23:12:39.4233333
1331,9,29,Spring,2023,A,4.00,completed,5,2024-11-28T23:12:39.4233333
1332,100,27,Fall,2023,B,3.00,completed,3,2024-07-25T23:12:39.4266667
1333,136,32,Fall,2022,C+,2.70,completed,4,2025-11-23T23:12:39.4266667
1334,174,56,Fall,2023,C,2.00,completed,5,2024-09-27T23:12:39.4266667
1335,155,53,Spring,2022,C,2.00,completed,5,2025-10-20T23:12:39.4300000
1336,135,46,Spring,2023,C+,2.70,completed,4,2025-08-14T23:12:39.4300000
1337,243,70,Fall,2023,C+,2.70,completed,4,2024-10-16T23:12:39.4300000
1338,219,67,Spring,2021,C,2.00,completed,4,2025-05-16T23:12:39.4300000
1339,158,36,Fall,2021,D,1.00,completed,0,2025-04-02T23:12:39.4333333
1340,33,20,Fall,2024,B,3.00,completed,3,2025-08-12T23:12:39.4333333
1341,160,32,Fall,2023,B+,3.50,completed,4,2025-01-05T23:12:39.4333333
1342,2,4,Fall,2021,C,2.00,completed,4,2025-09-14T23:12:39.4366667
1343,62,20,Fall,2021,C+,2.70,completed,3,2025-03-27T23:12:39.4366667
1344,63,20,Fall,2021,F,0.00,completed,0,2024-11-14T23:12:39.4366667
1345,223,71,Spring,2022,D,1.00,completed,0,2024-11-02T23:12:39.4400000
1346,293,70,Fall,2021,B,3.00,completed,4,2025-10-12T23:12:39.4400000
1347,250,61,Spring,2022,C+,2.70,completed,4,2025-01-07T23:12:39.4400000
1348,6,9,Spring,2023,C+,2.70,completed,4,2024-11-26T23:12:39.4433333
1349,39,7,Fall,2023,C+,2.70,completed,4,2025-07-19T23:12:39.4433333
1350,297,86,Fall,2024,F,0.00,completed,0,2025-08-06T23:12:39.4433333
1351,71,1,Spring,2021,B+,3.50,completed,4,2024-09-08T23:12:39.4466667
1352,297,77,Fall,2024,C+,2.70,completed,4,2025-07-24T23:12:39.4466667
1353,234,87,Fall,2021,B,3.00,completed,5,2024-12-21T23:12:39.4500000
1354,182,48,Spring,2024,B,3.00,completed,4,2025-07-12T23:12:39.4500000
1355,151,36,Spring,2021,B+,3.50,completed,4,2025-03-24T23:12:39.4500000
1356,57,11,Spring,2021,B+,3.50,completed,4,2024-09-06T23:12:39.4500000
1357,175,45,Spring,2023,C,2.00,completed,4,2025-01-07T23:12:39.4500000
1358,41,26,Fall,2022,D,1.00,completed,0,2025-09-05T23:12:39.4533333
1359,224,73,Fall,2021,C+,2.70,completed,3,2025-08-01T23:12:39.4533333
1360,226,87,Spring,2024,B+,3.50,completed,5,2025-04-23T23:12:39.4566667
1361,279,78,Fall,2024,B,3.00,completed,3,2025-12-05T23:12:39.4566667
1362,120,29,Fall,2022,C,2.00,completed,5,2025-08-19T23:12:39.4566667
1363,295,78,Spring,2022,C+,2.70,completed,3,2024-07-25T23:12:39.4600000
1364,57,22,Spring,2021,B+,3.50,completed,5,2025-02-26T23:12:39.4600000
1365,159,35,Fall,2022,A,4.00,completed,4,2025-10-31T23:12:39.4600000
1366,200,44,Fall,2021,C+,2.70,completed,3,2025-09-19T23:12:39.4633333
1367,242,89,Spring,2023,C+,2.70,completed,3,2024-10-26T23:12:39.4633333
1368,89,16,Fall,2024,D,1.00,completed,0,2025-06-24T23:12:39.4666667
1369,242,61,Fall,2023,C+,2.70,completed,4,2024-10-02T23:12:39.4666667
1370,49,17,Spring,2023,C,2.00,completed,3,2025-05-29T23:12:39.4700000
1371,110,23,Spring,2023,D,1.00,completed,0,2024-08-06T23:12:39.4700000
1372,81,20,Spring,2024,C+,2.70,completed,3,2025-11-30T23:12:39.4700000
1373,117,30,Spring,2024,C,2.00,completed,5,2024-09-12T23:12:39.4733333
1374,80,6,Spring,2021,C,2.00,completed,4,2024-09-03T23:12:39.4733333
1375,185,58,Fall,2024,B,3.00,completed,5,2024-08-14T23:12:39.4766667
1376,12,7,Fall,2022,C+,2.70,completed,4,2025-07-04T23:12:39.4766667
1377,216,61,Fall,2022,A,4.00,completed,4,2025-05-10T23:12:39.4766667
1378,286,63,Fall,2024,C+,2.70,completed,4,2025-01-19T23:12:39.4800000
1379,76,27,Spring,2022,C+,2.70,completed,3,2024-09-28T23:12:39.4800000
1380,231,76,Spring,2022,C,2.00,completed,4,2025-11-09T23:12:39.4800000
1381,13,24,Fall,2023,C+,2.70,completed,3,2024-11-07T23:12:39.4833333
1382,133,39,Spring,2024,A,4.00,completed,4,2025-11-26T23:12:39.4833333
1383,155,55,Spring,2024,D,1.00,completed,0,2024-09-08T23:12:39.4866667
1384,74,19,Spring,2023,C,2.00,completed,4,2025-05-10T23:12:39.4866667
1385,153,50,Spring,2024,C+,2.70,completed,4,2025-05-17T23:12:39.4900000
1386,92,23,Fall,2024,B,3.00,completed,3,2024-12-24T23:12:39.4900000
1387,199,58,Spring,2023,D,1.00,completed,0,2025-09-12T23:12:39.4900000
1388,231,68,Spring,2022,C+,2.70,completed,4,2024-08-31T23:12:39.4900000
1389,196,59,Fall,2023,F,0.00,completed,0,2025-03-24T23:12:39.4933333
1390,206,35,Spring,2022,C+,2.70,completed,4,2024-11-23T23:12:39.4933333
1391,51,20,Spring,2021,C,2.00,completed,3,2025-11-13T23:12:39.4933333
1392,91,27,Spring,2023,C,2.00,completed,3,2024-08-21T23:12:39.4966667
1393,16,3,Spring,2022,C+,2.70,completed,4,2025-09-21T23:12:39.4966667
1394,260,68,Fall,2022,A,4.00,completed,4,2025-02-10T23:12:39.4966667
1395,94,30,Spring,2023,C+,2.70,completed,5,2024-09-13T23:12:39.5000000
1396,1,25,Spring,2022,C+,2.70,completed,5,2025-11-29T23:12:39.5000000
1397,34,20,Fall,2023,C,2.00,completed,3,2025-02-10T23:12:39.5000000
1398,279,72,Fall,2024,C,2.00,completed,4,2024-11-17T23:12:39.5000000
1399,20,4,Spring,2022,B,3.00,completed,4,2025-01-23T23:12:39.5033333
1400,20,2,Fall,2024,B,3.00,completed,4,2025-12-05T23:12:39.5033333
1401,3,22,Fall,2024,C+,2.70,completed,5,2025-08-19T23:12:39.5066667
1402,62,4,Fall,2022,C+,2.70,completed,4,2024-10-21T23:12:39.5066667
1403,70,10,Fall,2023,B+,3.50,completed,4,2025-09-29T23:12:39.5066667
1404,50,24,Fall,2022,B+,3.50,completed,3,2025-07-13T23:12:39.5100000
1405,181,35,Fall,2023,C,2.00,completed,4,2025-02-03T23:12:39.5100000
1406,217,77,Fall,2021,C+,2.70,completed,4,2025-04-06T23:12:39.5100000
1407,2,8,Spring,2022,C,2.00,completed,4,2025-02-08T23:12:39.5133333
1408,37,20,Fall,2024,D,1.00,completed,0,2025-02-14T23:12:39.5133333
1409,42,14,Fall,2021,B+,3.50,completed,3,2025-05-27T23:12:39.5133333
1410,223,61,Spring,2021,C,2.00,completed,4,2025-10-02T23:12:39.5133333
1411,234,72,Spring,2021,D,1.00,completed,0,2024-10-16T23:12:39.5166667
1412,151,52,Spring,2024,A,4.00,completed,3,2025-09-15T23:12:39.5166667
1413,214,65,Spring,2023,B+,3.50,completed,4,2024-11-04T23:12:39.5166667
1414,77,27,Fall,2022,A,4.00,completed,3,2025-05-03T23:12:39.5200000
1415,181,44,Spring,2022,C,2.00,completed,3,2025-04-17T23:12:39.5200000
1416,82,30,Fall,2021,C+,2.70,completed,5,2025-06-01T23:12:39.5200000
1417,9,12,Spring,2024,B,3.00,completed,4,2025-11-30T23:12:39.5200000
1418,206,55,Fall,2022,C+,2.70,completed,3,2025-07-22T23:12:39.5233333
1419,166,38,Spring,2021,B+,3.50,completed,4,2024-10-16T23:12:39.5233333
1420,144,44,Fall,2021,B+,3.50,completed,3,2025-02-16T23:12:39.5233333
1421,51,11,Spring,2024,C+,2.70,completed,4,2024-09-14T23:12:39.5266667
1422,10,17,Fall,2024,C+,2.70,completed,3,2025-07-14T23:12:39.5266667
1423,76,19,Fall,2024,C+,2.70,completed,4,2024-10-02T23:12:39.5300000
1424,119,9,Fall,2021,C,2.00,completed,4,2024-10-17T23:12:39.5300000
1425,126,45,Fall,2024,C+,2.70,completed,4,2025-11-27T23:12:39.5300000
1426,142,44,Spring,2021,B,3.00,completed,3,2025-08-10T23:12:39.5300000
1427,258,85,Fall,2023,B,3.00,completed,3,2024-11-14T23:12:39.5333333
1428,11,20,Fall,2024,D,1.00,completed,0,2025-02-21T23:12:39.5333333
1429,78,28,Fall,2023,B+,3.50,completed,5,2025-05-02T23:12:39.5333333
1430,248,90,Spring,2021,C,2.00,completed,5,2025-08-13T23:12:39.5366667
1431,183,53,Spring,2023,C,2.00,completed,5,2025-10-22T23:12:39.5366667
1432,158,47,Fall,2023,B+,3.50,completed,4,2025-04-30T23:12:39.5366667
1433,234,76,Spring,2024,C+,2.70,completed,4,2025-10-08T23:12:39.5400000
1434,48,16,Spring,2024,C,2.00,completed,4,2025-05-03T23:12:39.5400000
1435,75,28,Spring,2021,D,1.00,completed,0,2025-03-09T23:12:39.5400000
1436,82,19,Spring,2022,B,3.00,completed,4,2025-07-23T23:12:39.5400000
1437,237,85,Spring,2022,B+,3.50,completed,3,2024-07-30T23:12:39.5433333
1438,236,62,Fall,2022,A,4.00,completed,4,2025-03-27T23:12:39.5433333
1439,221,72,Spring,2024,B,3.00,completed,4,2025-08-14T23:12:39.5466667
1440,51,22,Spring,2022,C+,2.70,completed,5,2025-06-07T23:12:39.5466667
1441,37,9,Fall,2022,C,2.00,completed,4,2025-06-06T23:12:39.5500000
1442,276,75,Spring,2022,D,1.00,completed,0,2024-11-04T23:12:39.5500000
1443,62,12,Fall,2021,B,3.00,completed,4,2025-07-16T23:12:39.5500000
1444,25,3,Fall,2021,B+,3.50,completed,4,2025-01-22T23:12:39.5533333
1445,224,88,Fall,2024,C+,2.70,completed,5,2025-08-19T23:12:39.5533333
1446,37,13,Fall,2023,B,3.00,completed,3,2025-04-30T23:12:39.5566667
1447,10,2,Fall,2023,C,2.00,completed,4,2025-10-12T23:12:39.5566667
1448,258,62,Spring,2021,B,3.00,completed,4,2025-04-12T23:12:39.5600000
1449,109,6,Spring,2023,C+,2.70,completed,4,2025-09-01T23:12:39.5600000
1450,77,8,Fall,2022,C,2.00,completed,4,2025-03-23T23:12:39.5600000
1451,71,23,Spring,2022,C+,2.70,completed,3,2025-07-21T23:12:39.5633333
1452,266,79,Fall,2021,C+,2.70,completed,4,2024-09-21T23:12:39.5633333
1453,52,14,Spring,2023,B,3.00,completed,3,2024-09-18T23:12:39.5633333
1454,48,1,Spring,2023,C+,2.70,completed,4,2025-11-08T23:12:39.5666667
1455,239,81,Fall,2024,B+,3.50,completed,5,2025-02-18T23:12:39.5666667
1456,212,89,Fall,2023,C,2.00,completed,3,2024-09-07T23:12:39.5700000
1457,175,32,Spring,2023,A,4.00,completed,4,2024-09-09T23:12:39.5700000
1458,291,86,Fall,2022,C+,2.70,completed,5,2025-03-14T23:12:39.5700000
1459,113,11,Spring,2021,C,2.00,completed,4,2025-09-12T23:12:39.5733333
1460,167,53,Spring,2021,C+,2.70,completed,5,2025-02-10T23:12:39.5733333
1461,7,27,Fall,2023,C+,2.70,completed,3,2024-08-27T23:12:39.5766667
1462,120,6,Fall,2023,C+,2.70,completed,4,2025-08-17T23:12:39.5766667
1463,176,59,Spring,2024,C,2.00,completed,3,2024-11-19T23:12:39.5766667
1464,130,48,Spring,2023,C,2.00,completed,4,2025-04-10T23:12:39.5800000
1465,235,68,Fall,2022,B,3.00,completed,4,2024-09-18T23:12:39.5800000
1466,184,35,Spring,2021,C,2.00,completed,4,2025-08-14T23:12:39.5800000
1467,249,89,Fall,2024,A,4.00,completed,3,2025-03-08T23:12:39.5833333
1468,109,26,Spring,2023,C,2.00,completed,5,2024-09-12T23:12:39.5833333
1469,145,53,Spring,2023,B+,3.50,completed,5,2025-11-20T23:12:39.5866667
1470,286,81,Spring,2023,B+,3.50,completed,5,2025-10-17T23:12:39.5866667
1471,215,70,Fall,2024,C,2.00,completed,4,2025-02-25T23:12:39.5900000
1472,180,42,Spring,2021,B,3.00,completed,4,2025-10-06T23:12:39.5900000
1473,133,54,Spring,2021,C+,2.70,completed,3,2025-02-07T23:12:39.5900000
1474,158,58,Spring,2024,A,4.00,completed,5,2024-08-06T23:12:39.5900000
1475,97,7,Spring,2023,C+,2.70,completed,4,2025-11-04T23:12:39.5933333
1476,76,21,Spring,2021,B,3.00,completed,5,2025-09-18T23:12:39.5933333
1477,285,81,Fall,2024,C,2.00,completed,5,2024-11-23T23:12:39.5933333
1478,143,44,Spring,2022,C+,2.70,completed,3,2025-04-04T23:12:39.5966667
1479,193,59,Fall,2022,B,3.00,completed,3,2025-11-06T23:12:39.5966667
1480,133,55,Fall,2023,C+,2.70,completed,3,2025-07-08T23:12:39.5966667
1481,220,87,Spring,2022,B+,3.50,completed,5,2025-08-31T23:12:39.6000000
1482,4,2,Fall,2021,C+,2.70,completed,4,2025-10-20T23:12:39.6000000
1483,68,5,Fall,2022,C,2.00,completed,4,2025-10-03T23:12:39.6000000
1484,115,22,Fall,2022,B+,3.50,completed,5,2024-07-28T23:12:39.6000000
1485,5,5,Fall,2021,F,0.00,completed,0,2024-09-06T23:12:39.6033333
1486,155,37,Spring,2024,F,0.00,completed,0,2025-07-24T23:12:39.6033333
1487,215,62,Fall,2023,D,1.00,completed,0,2025-02-12T23:12:39.6066667
1488,134,36,Spring,2024,B+,3.50,completed,4,2025-08-16T23:12:39.6066667
1489,182,38,Fall,2022,A,4.00,completed,4,2024-09-28T23:12:39.6066667
1490,174,50,Spring,2021,C+,2.70,completed,4,2024-11-09T23:12:39.6100000
1491,167,47,Spring,2021,F,0.00,completed,0,2025-05-09T23:12:39.6100000
1492,211,68,Fall,2023,C+,2.70,completed,4,2024-08-22T23:12:39.6100000
1493,92,26,Fall,2022,B,3.00,completed,5,2024-08-23T23:12:39.6100000
1494,66,23,Fall,2024,C+,2.70,completed,3,2024-10-22T23:12:39.6133333
1495,137,35,Spring,2022,D,1.00,completed,0,2025-04-01T23:12:39.6133333
1496,285,77,Fall,2024,A,4.00,completed,4,2025-01-01T23:12:39.6166667
1497,9,8,Fall,2021,B,3.00,completed,4,2025-06-26T23:12:39.6166667
1498,25,16,Spring,2021,A,4.00,completed,4,2025-12-04T23:12:39.6200000
1499,289,88,Fall,2021,C+,2.70,completed,5,2025-02-18T23:12:39.6200000
1500,58,16,Fall,2022,C+,2.70,completed,4,2025-03-29T23:12:39.6200000
1501,198,59,Fall,2023,B,3.00,completed,3,2025-08-15T23:12:39.6233333
1502,115,15,Spring,2021,C+,2.70,completed,4,2025-03-02T23:12:39.6233333
1503,80,18,Fall,2021,B,3.00,completed,4,2025-06-13T23:12:39.6266667
1504,156,43,Fall,2022,C,2.00,completed,3,2024-09-30T23:12:39.6266667
1505,167,48,Spring,2022,B,3.00,completed,4,2025-11-04T23:12:39.6266667
1506,296,81,Spring,2022,F,0.00,completed,0,2025-04-27T23:12:39.6300000
1507,8,14,Fall,2021,A,4.00,completed,3,2024-10-22T23:12:39.6300000
1508,128,43,Spring,2024,C+,2.70,completed,3,2025-06-22T23:12:39.6300000
1509,18,18,Fall,2023,C,2.00,completed,4,2025-09-29T23:12:39.6333333
1510,69,13,Spring,2023,B,3.00,completed,3,2025-01-22T23:12:39.6333333
1511,287,86,Spring,2022,C,2.00,completed,5,2025-03-06T23:12:39.6366667
1512,300,78,Spring,2021,C+,2.70,completed,3,2024-10-17T23:12:39.6366667
1513,90,6,Fall,2022,C+,2.70,completed,4,2025-10-21T23:12:39.6400000
1514,174,38,Spring,2022,C+,2.70,completed,4,2025-09-11T23:12:39.6400000
1515,215,74,Fall,2024,C+,2.70,completed,4,2024-10-20T23:12:39.6433333
1516,234,64,Spring,2024,C,2.00,completed,4,2025-01-23T23:12:39.6433333
1517,279,70,Fall,2023,C+,2.70,completed,4,2025-05-31T23:12:39.6433333
1518,118,20,Spring,2023,C,2.00,completed,3,2025-07-18T23:12:39.6466667
1519,269,68,Fall,2021,C,2.00,completed,4,2025-09-01T23:12:39.6466667
1520,173,53,Fall,2021,F,0.00,completed,0,2024-08-13T23:12:39.6500000
1521,215,61,Spring,2021,A,4.00,completed,4,2025-04-26T23:12:39.6500000
1522,291,79,Fall,2023,A,4.00,completed,4,2025-10-10T23:12:39.6500000
1523,32,27,Spring,2022,C,2.00,completed,3,2024-08-19T23:12:39.6533333
1524,65,28,Spring,2024,B,3.00,completed,5,2025-05-09T23:12:39.6533333
1525,33,6,Spring,2022,D,1.00,completed,0,2025-06-24T23:12:39.6566667
1526,206,36,Fall,2022,C,2.00,completed,4,2025-10-19T23:12:39.6566667
1527,5,9,Spring,2021,C+,2.70,completed,4,2025-07-01T23:12:39.6566667
1528,109,2,Fall,2022,B+,3.50,completed,4,2025-05-12T23:12:39.6600000
1529,240,66,Spring,2023,B+,3.50,completed,4,2024-09-11T23:12:39.6600000
1530,62,26,Spring,2021,B,3.00,completed,5,2025-02-12T23:12:39.6600000
1531,252,74,Spring,2023,C+,2.70,completed,4,2024-08-06T23:12:39.6633333
1532,139,43,Spring,2024,C,2.00,completed,3,2024-12-31T23:12:39.6633333
1533,66,21,Spring,2022,B+,3.50,completed,5,2025-11-15T23:12:39.6666667
1534,68,13,Fall,2022,D,1.00,completed,0,2025-06-13T23:12:39.6666667
1535,125,54,Fall,2023,B,3.00,completed,3,2025-02-15T23:12:39.6700000
1536,75,6,Fall,2023,C+,2.70,completed,4,2025-06-03T23:12:39.6700000
1537,182,52,Fall,2022,C+,2.70,completed,3,2025-03-02T23:12:39.6733333
1538,72,19,Fall,2021,C,2.00,completed,4,2024-10-03T23:12:39.6733333
1539,244,78,Spring,2024,B,3.00,completed,3,2025-09-19T23:12:39.6733333
1540,166,43,Spring,2022,D,1.00,completed,0,2025-09-04T23:12:39.6766667
1541,287,76,Spring,2021,B,3.00,completed,4,2025-01-14T23:12:39.6766667
1542,211,88,Spring,2023,C,2.00,completed,5,2025-07-28T23:12:39.6800000
1543,265,88,Fall,2021,C+,2.70,completed,5,2025-06-11T23:12:39.6800000
1544,42,4,Spring,2021,C+,2.70,completed,4,2025-04-12T23:12:39.6800000
1545,235,73,Fall,2022,C,2.00,completed,3,2024-07-26T23:12:39.6833333
1546,230,81,Fall,2022,C,2.00,completed,5,2025-01-07T23:12:39.6833333
1547,265,67,Spring,2022,C+,2.70,completed,4,2024-09-09T23:12:39.6866667
1548,260,82,Fall,2023,C+,2.70,completed,3,2025-04-03T23:12:39.6866667
1549,89,2,Fall,2021,A,4.00,completed,4,2025-06-07T23:12:39.6866667
1550,158,60,Spring,2023,C+,2.70,completed,5,2025-05-22T23:12:39.6900000
1551,9,3,Spring,2024,C+,2.70,completed,4,2025-05-29T23:12:39.6900000
1552,23,9,Fall,2022,C+,2.70,completed,4,2025-08-27T23:12:39.6900000
1553,225,66,Fall,2024,A,4.00,completed,4,2025-07-15T23:12:39.6933333
1554,140,47,Fall,2021,C+,2.70,completed,4,2025-01-07T23:12:39.6933333
1555,120,11,Fall,2021,D,1.00,completed,0,2025-01-18T23:12:39.6966667
1556,31,22,Fall,2024,B,3.00,completed,5,2025-03-23T23:12:39.6966667
1557,266,66,Spring,2021,B+,3.50,completed,4,2025-05-19T23:12:39.6966667
1558,60,9,Fall,2022,C,2.00,completed,4,2024-08-26T23:12:39.7000000
1559,44,4,Fall,2024,C+,2.70,completed,4,2025-04-24T23:12:39.7000000
1560,143,48,Spring,2023,B,3.00,completed,4,2025-11-14T23:12:39.7000000
1561,132,45,Spring,2023,C+,2.70,completed,4,2024-11-21T23:12:39.7033333
1562,46,13,Fall,2024,C+,2.70,completed,3,2025-01-07T23:12:39.7033333
1563,211,72,Spring,2022,B+,3.50,completed,4,2025-04-18T23:12:39.7066667
1564,24,6,Fall,2024,C+,2.70,completed,4,2025-06-25T23:12:39.7066667
1565,268,90,Fall,2023,D,1.00,completed,0,2025-11-23T23:12:39.7066667
1566,291,64,Fall,2022,D,1.00,completed,0,2025-07-21T23:12:39.7100000
1567,30,25,Spring,2021,B,3.00,completed,5,2025-01-22T23:12:39.7100000
1568,197,33,Spring,2024,A,4.00,completed,4,2025-02-11T23:12:39.7100000
1569,26,20,Fall,2022,B+,3.50,completed,3,2025-12-01T23:12:39.7100000
1570,129,50,Spring,2023,C+,2.70,completed,4,2025-02-25T23:12:39.7133333
1571,109,19,Fall,2021,C+,2.70,completed,4,2025-04-08T23:12:39.7133333
1572,287,68,Fall,2024,B+,3.50,completed,4,2025-08-20T23:12:39.7133333
1573,7,29,Fall,2023,C+,2.70,completed,5,2024-07-28T23:12:39.7166667
1574,42,18,Fall,2021,C+,2.70,completed,4,2024-10-23T23:12:39.7166667
1575,276,78,Fall,2023,D,1.00,completed,0,2025-09-11T23:12:39.7166667
1576,59,9,Fall,2022,C+,2.70,completed,4,2025-09-04T23:12:39.7200000
1577,214,66,Fall,2023,B,3.00,completed,4,2025-06-21T23:12:39.7200000
1578,32,2,Fall,2022,C+,2.70,completed,4,2025-07-11T23:12:39.7200000
1579,101,16,Fall,2022,A,4.00,completed,4,2024-09-03T23:12:39.7200000
1580,115,17,Fall,2024,B+,3.50,completed,3,2024-07-26T23:12:39.7233333
1581,21,2,Fall,2021,D,1.00,completed,0,2025-11-03T23:12:39.7233333
1582,220,83,Spring,2022,C,2.00,completed,5,2025-10-24T23:12:39.7266667
1583,177,51,Fall,2023,C+,2.70,completed,5,2025-03-29T23:12:39.7266667
1584,209,31,Fall,2023,B,3.00,completed,4,2025-08-14T23:12:39.7300000
1585,297,81,Spring,2022,C+,2.70,completed,5,2025-02-21T23:12:39.7300000
1586,206,31,Fall,2023,C+,2.70,completed,4,2024-08-23T23:12:39.7300000
1587,82,29,Fall,2022,B,3.00,completed,5,2024-09-24T23:12:39.7300000
1588,244,64,Fall,2024,F,0.00,completed,0,2025-04-07T23:12:39.7333333
1589,3,19,Spring,2022,B+,3.50,completed,4,2024-10-11T23:12:39.7333333
1590,261,82,Fall,2021,C+,2.70,completed,3,2024-07-27T23:12:39.7366667
1591,29,15,Spring,2023,F,0.00,completed,0,2025-10-17T23:12:39.7366667
1592,69,7,Spring,2021,B,3.00,completed,4,2025-10-28T23:12:39.7400000
1593,233,86,Fall,2024,B+,3.50,completed,5,2025-08-28T23:12:39.7400000
1594,136,59,Fall,2023,B,3.00,completed,3,2025-01-16T23:12:39.7400000
1595,288,67,Spring,2024,F,0.00,completed,0,2025-03-29T23:12:39.7433333
1596,74,3,Spring,2024,B+,3.50,completed,4,2025-04-11T23:12:39.7433333
1597,292,85,Fall,2024,F,0.00,completed,0,2025-01-09T23:12:39.7466667
1598,6,30,Spring,2024,C+,2.70,completed,5,2024-12-17T23:12:39.7466667
1599,253,72,Spring,2023,B,3.00,completed,4,2025-10-07T23:12:39.7466667
1600,205,59,Fall,2024,C+,2.70,completed,3,2025-04-01T23:12:39.7500000
1601,122,35,Spring,2024,B+,3.50,completed,4,2025-03-26T23:12:39.7500000
1602,115,24,Fall,2022,C,2.00,completed,3,2024-08-13T23:12:39.7500000
1603,81,7,Spring,2024,A,4.00,completed,4,2025-03-23T23:12:39.7533333
1604,123,31,Spring,2022,C,2.00,completed,4,2024-07-24T23:12:39.7533333
1605,269,69,Fall,2021,C+,2.70,completed,4,2024-12-16T23:12:39.7533333
1606,212,73,Spring,2024,D,1.00,completed,0,2025-06-24T23:12:39.7566667
1607,136,58,Spring,2024,B,3.00,completed,5,2025-09-02T23:12:39.7566667
1608,215,67,Spring,2024,C+,2.70,completed,4,2025-08-02T23:12:39.7566667
1609,293,68,Fall,2023,C,2.00,completed,4,2025-11-02T23:12:39.7600000
1610,125,45,Spring,2024,C,2.00,completed,4,2025-11-08T23:12:39.7600000
1611,151,34,Spring,2024,B+,3.50,completed,4,2024-11-09T23:12:39.7600000
1612,173,46,Fall,2023,B,3.00,completed,4,2024-08-31T23:12:39.7633333
1613,184,52,Spring,2023,A,4.00,completed,3,2025-07-18T23:12:39.7633333
1614,103,1,Fall,2024,C+,2.70,completed,4,2024-09-05T23:12:39.7633333
1615,25,26,Fall,2021,B,3.00,completed,5,2025-09-11T23:12:39.7666667
1616,56,24,Fall,2024,D,1.00,completed,0,2025-01-27T23:12:39.7666667
